,created_at,device,retweet_count,favorite_count,numerator,dog_name,type,p1,p1_conf
28,2017-07-15 23:25:31+00:00,iphone,2796,19373,12,Roscoe,pupper,French_bulldog,0.999201
29,2017-07-15 16:17:19+00:00,iphone,5588,25652,13,Waffles,None,pug,0.943575
30,2017-07-14 22:10:11+00:00,iphone,5935,29881,12,NaN,None,Blenheim_spaniel,0.972494
31,2017-07-13 15:58:47+00:00,iphone,5648,32952,13,Maisey,None,pug,0.369275
32,2017-07-12 16:03:00+00:00,iphone,3861,20064,13,NaN,None,malamute,0.8124819999999999
33,2017-07-12 00:01:00+00:00,iphone,15947,70537,12,Earl,None,Italian_greyhound,0.259916
34,2017-07-11 20:47:12+00:00,iphone,4930,25499,13,Lola,None,chow,0.822103
35,2017-07-11 00:00:02+00:00,iphone,4148,22288,13,Kevin,None,pug,0.5464060000000001
36,2017-07-10 15:58:53+00:00,iphone,5035,24870,14,NaN,None,Pembroke,0.993225
37,2017-07-09 21:29:42+00:00,iphone,2645,18729,12,NaN,doggo,German_shepherd,0.707046
38,2017-07-09 00:00:04+00:00,iphone,3021,20045,12,Noah,None,Doberman,0.610946
39,2017-07-07 16:22:55+00:00,iphone,3257,20797,13,NaN,floofer,chow,0.987997
40,2017-07-07 00:17:54+00:00,iphone,5864,33987,13,NaN,None,golden_retriever,0.949562
41,2017-07-06 15:58:11+00:00,iphone,3426,21919,13,Rusty,None,Eskimo_dog,0.466778
42,2017-07-06 00:46:41+00:00,iphone,4314,25904,12,Gus,pupper,Labrador_retriever,0.85005
43,2017-07-05 15:48:34+00:00,iphone,5364,25690,13,Stanley,None,Pembroke,0.542982
44,2017-07-04 16:01:23+00:00,iphone,10253,41099,13,Alfy,None,golden_retriever,0.762211
45,2017-07-04 01:18:17+00:00,iphone,4299,26880,13,Koko,None,web_site,0.949591
46,2017-07-03 16:04:48+00:00,iphone,3010,22352,12,Rey,None,Weimaraner,0.291539
47,2017-07-03 00:11:11+00:00,iphone,9442,46460,13,Gary,None,Saluki,0.529012
48,2017-07-02 15:32:16+00:00,iphone,14155,45365,14,NaN,pupper,Samoyed,0.281463
49,2017-07-01 21:49:04+00:00,iphone,4693,21369,12,NaN,None,tusker,0.473303
50,2017-06-30 23:47:07+00:00,iphone,2473,15691,13,Louis,None,street_sign,0.251801
51,2017-06-30 19:35:32+00:00,iphone,3386,19543,12,NaN,None,Pembroke,0.791416
52,2017-06-29 16:39:47+00:00,iphone,5502,26116,12,Bella,None,golden_retriever,0.913255
53,2017-06-29 00:27:25+00:00,iphone,3678,24725,12,NaN,None,Chihuahua,0.238525
54,2017-06-28 16:09:20+00:00,iphone,3855,25348,11,NaN,None,miniature_pinscher,0.120298
55,2017-06-28 00:42:13+00:00,iphone,3084,20537,13,Romeo,None,basset,0.813507
56,2017-06-27 00:10:17+00:00,iphone,2807,21561,12,Bailey,None,German_short-haired_pointer,0.479896
57,2017-06-26 19:07:24+00:00,iphone,39531,96999,13,Duddles,None,English_springer,0.383404
58,2017-06-26 16:31:08+00:00,iphone,2774,15473,12,Jack AKA Stephen Furry,None,tricycle,0.663601
59,2017-06-25 18:56:45+00:00,iphone,4159,20696,11,Steven,None,tabby,0.311861
60,2017-06-25 16:07:47+00:00,iphone,2370,17474,13,Beau,None,vizsla,0.960513
61,2017-06-25 00:45:22+00:00,iphone,3627,17796,13,Snoopy,puppo,Italian_greyhound,0.734684
62,2017-06-23 16:00:04+00:00,iphone,1127,7096,13,NaN,None,basset,0.32042
63,2017-06-23 01:10:23+00:00,iphone,6028,38707,14,Emmy,None,French_bulldog,0.839097
64,2017-06-22 03:54:17+00:00,iphone,16774,72546,13,Aja,None,Chesapeake_Bay_retriever,0.8379559999999999
65,2017-06-21 15:58:08+00:00,iphone,3382,20865,12,Penny,None,basset,0.995368
66,2017-06-20 16:29:50+00:00,iphone,4930,24921,12,Nelly,None,Pembroke,0.93112
67,2017-06-19 16:24:33+00:00,iphone,2957,19037,12,Ginger,pupper,bloodhound,0.575751
68,2017-06-18 16:57:37+00:00,iphone,2098,17290,13,Benedict,None,golden_retriever,0.874566
69,2017-06-17 16:52:05+00:00,iphone,4137,25774,13,NaN,None,Bernese_mountain_dog,0.534327
70,2017-06-16 16:11:53+00:00,iphone,3790,23107,13,Goose,None,Labrador_retriever,0.799551
71,2017-06-15 00:13:52+00:00,iphone,4368,20197,13,NaN,None,Siberian_husky,0.245048
72,2017-06-14 16:04:48+00:00,iphone,4189,23507,12,NaN,None,West_Highland_white_terrier,0.7143189999999999
73,2017-06-13 17:29:20+00:00,iphone,4120,25638,12,NaN,None,Labrador_retriever,0.836052
74,2017-06-12 16:06:11+00:00,iphone,3674,24002,13,Jed,pupper,cocker_spaniel,0.437216
75,2017-06-12 00:15:36+00:00,iphone,3545,20960,12,NaN,None,flat-coated_retriever,0.8321770000000001
76,2017-06-11 21:18:31+00:00,iphone,9080,31481,13,Sebastian,puppo,Cardigan,0.806674
77,2017-06-10 16:39:04+00:00,iphone,3511,22342,13,NaN,None,Newfoundland,0.678537
78,2017-06-09 16:22:42+00:00,iphone,1406,6608,12,Sierra,pupper,vizsla,0.6197819999999999
79,2017-06-09 00:02:31+00:00,iphone,4824,25135,12,NaN,doggo,Labrador_retriever,0.476913
80,2017-06-08 14:20:41+00:00,iphone,3325,13614,13,NaN,None,pug,0.99912
81,2017-06-08 01:06:27+00:00,iphone,3246,19136,13,Monkey,None,cocker_spaniel,0.513191
82,2017-06-07 16:14:40+00:00,iphone,8107,37644,12,NaN,None,Pembroke,0.931861
83,2017-06-06 16:07:15+00:00,iphone,7247,31619,12,Kody,None,basketball,0.808396
84,2017-06-06 00:01:46+00:00,iphone,9771,34659,13,NaN,None,Shetland_sheepdog,0.969171
85,2017-06-05 16:15:56+00:00,iphone,3123,18689,12,Rover,pupper,Labrador_retriever,0.921393
86,2017-06-04 23:56:03+00:00,iphone,3114,18671,12,Napolean,doggo,komondor,0.974781
87,2017-06-03 15:55:36+00:00,iphone,3414,21051,13,Boomer,None,kelpie,0.3980530000000001
88,2017-06-03 00:48:22+00:00,iphone,5548,31152,11,NaN,None,home_theater,0.16829000000000002
89,2017-06-02 15:00:16+00:00,iphone,2341,11396,13,Cody,None,Pembroke,0.945495
90,2017-06-01 20:18:38+00:00,iphone,23921,76978,13,Zoey,None,golden_retriever,0.841001
91,2017-06-01 16:00:09+00:00,iphone,3736,20328,13,"Rumble, but he's not ready to",None,Greater_Swiss_Mountain_dog,0.6227520000000001
92,2017-05-31 23:43:25+00:00,iphone,7476,33836,14,NaN,None,comic_book,0.534409
93,2017-05-31 04:27:59+00:00,iphone,9138,39515,13,"Dewey (pronounced ""covfefe"")",None,Pembroke,0.980148
94,2017-05-30 23:51:58+00:00,iphone,5665,26168,13,NaN,None,Pembroke,0.993449
95,2017-05-30 16:49:31+00:00,iphone,2795,14807,12,Scout,doggo,Chihuahua,0.955156
96,2017-05-29 16:24:37+00:00,iphone,3390,18957,13,Gizmo,None,Pembroke,0.664181
97,2017-05-28 17:23:24+00:00,iphone,12991,60617,14,Walter,None,laptop,0.153718
98,2017-05-28 00:18:35+00:00,iphone,4765,24720,13,NaN,None,Labrador_retriever,0.868107
99,2017-05-27 19:39:34+00:00,iphone,1861,9350,12,NaN,None,whippet,0.378151
100,2017-05-26 00:29:37+00:00,iphone,3780,22514,12,NaN,None,Labrador_retriever,0.522644
101,2017-05-25 16:10:44+00:00,iphone,6624,31596,13,NaN,None,Border_collie,0.661953
102,2017-05-24 16:44:18+00:00,iphone,2256,14958,12,Shikha,puppo,Eskimo_dog,0.6164569999999999
103,2017-05-23 16:16:06+00:00,iphone,7142,29940,13,NaN,None,Samoyed,0.471403
104,2017-05-22 16:06:55+00:00,iphone,3138,17898,12,Lili,None,flat-coated_retriever,0.51473
105,2017-05-22 00:28:40+00:00,iphone,31993,113732,13,Jamesy,pupper,French_bulldog,0.905334
106,2017-05-21 16:48:45+00:00,iphone,12918,48709,12,Coco,None,Samoyed,0.984086
107,2017-05-19 23:57:46+00:00,iphone,5112,23959,13,NaN,None,golden_retriever,0.673664
108,2017-05-19 00:12:11+00:00,iphone,4543,24656,13,Sammy,None,Chesapeake_Bay_retriever,0.832435
109,2017-05-18 00:50:50+00:00,iphone,7034,26159,13,Nelly,None,Pembroke,0.989882
110,2017-05-17 16:00:15+00:00,iphone,7906,30087,14,NaN,None,pole,0.478616
111,2017-05-16 00:41:21+00:00,iphone,2734,13633,12,Meatball,None,bull_mastiff,0.668613
112,2017-05-15 19:14:50+00:00,iphone,8027,27950,13,Paisley,None,golden_retriever,0.945905
113,2017-05-15 00:02:33+00:00,iphone,3778,19263,13,Albus,None,marmot,0.35882800000000004
114,2017-05-14 00:34:33+00:00,iphone,3819,14261,13,Neptune,None,Eskimo_dog,0.41333
115,2017-05-13 16:33:49+00:00,iphone,4781,22215,12,Belle,None,Staffordshire_bullterrier,0.690517
116,2017-05-12 17:12:53+00:00,iphone,1013,8209,14,NaN,None,Lakeland_terrier,0.275242
117,2017-05-12 16:05:02+00:00,iphone,2207,7891,13,NaN,None,French_bulldog,0.935804
118,2017-05-12 00:46:44+00:00,iphone,4702,17947,13,Zooey,None,Australian_terrier,0.207281
119,2017-05-11 17:34:13+00:00,iphone,3240,16015,11,Dave,None,basset,0.39333
120,2017-05-11 00:01:27+00:00,iphone,4494,19098,13,Jersey,None,home_theater,0.496348
121,2017-05-10 00:08:34+00:00,iphone,21159,69339,13,NaN,None,chow,0.677589
122,2017-05-08 00:54:59+00:00,iphone,9804,33790,13,Hobbes,None,Cardigan,0.771008
123,2017-05-07 18:36:02+00:00,iphone,3794,16089,13,NaN,None,syringe,0.14471199999999998
124,2017-05-06 23:49:50+00:00,iphone,3500,15658,12,Burt,None,German_shepherd,0.507951
125,2017-05-05 18:36:06+00:00,iphone,1963,7027,13,NaN,None,Cardigan,0.583936
126,2017-05-05 16:00:04+00:00,iphone,4857,22203,13,Carl,None,Bedlington_terrier,0.286558
127,2017-05-04 23:34:55+00:00,iphone,3240,17283,12,Jordy,None,lakeside,0.312299
128,2017-05-04 17:30:24+00:00,iphone,5387,15657,14,NaN,None,chimpanzee,0.267612
129,2017-05-04 00:15:58+00:00,iphone,3789,18445,12,NaN,None,French_bulldog,0.254587
130,2017-05-03 19:26:06+00:00,iphone,3245,14531,13,NaN,None,Labrador_retriever,0.899086
131,2017-05-03 03:17:27+00:00,iphone,1425,17544,13,NaN,puppo,golden_retriever,0.8955290000000001
132,2017-05-02 00:04:57+00:00,iphone,27783,84453,12,NaN,None,Angora,0.224218
133,2017-05-01 15:58:40+00:00,iphone,12596,31806,13,NaN,None,revolver,0.190292
134,2017-05-01 00:40:27+00:00,iphone,3207,14716,13,NaN,doggo,golden_retriever,0.57812
135,2017-04-30 00:02:42+00:00,iphone,4499,20330,13,Sophie,None,Pembroke,0.987407
136,2017-04-28 23:57:28+00:00,iphone,2674,14870,12,Wyatt,None,golden_retriever,0.863874
137,2017-04-28 16:08:49+00:00,iphone,2394,15171,12,Rosie,None,French_bulldog,0.43258
138,2017-04-28 00:00:54+00:00,iphone,9863,32306,13,NaN,None,Labrador_retriever,0.919832
139,2017-04-27 00:38:11+00:00,iphone,1524,5567,13,NaN,None,malamute,0.8415969999999999
140,2017-04-26 16:00:39+00:00,iphone,4202,18996,13,Oscar and Oliver,None,Samoyed,0.998021
141,2017-04-26 00:33:27+00:00,iphone,3693,17831,12,Zeke,None,golden_retriever,0.968623
142,2017-04-24 16:22:16+00:00,iphone,2681,15513,12,Callie,None,Boston_bull,0.30691
143,2017-04-24 15:13:52+00:00,iphone,1752,11245,14,"CHARLIE, MARK",None,Old_English_sheepdog,0.798481
144,2017-04-23 23:01:59+00:00,iphone,5852,26312,14,"Cermet, Paesh, and Morple",None,Chihuahua,0.8765430000000001
145,2017-04-22 18:31:02+00:00,iphone,16897,43550,13,NaN,puppo,flat-coated_retriever,0.321676
146,2017-04-21 16:33:22+00:00,iphone,7695,28315,12,NaN,None,Blenheim_spaniel,0.389513
147,2017-04-19 16:25:34+00:00,iphone,5685,21660,12,Marlee,None,Pembroke,0.6955479999999999
148,2017-04-18 23:50:52+00:00,iphone,6406,27835,13,Arya,None,Chihuahua,0.26024200000000003
149,2017-04-18 16:05:17+00:00,iphone,4403,18005,13,Einstein,None,Pembroke,0.90708
150,2017-04-17 23:52:16+00:00,iphone,6992,30513,14,NaN,pupper,black-and-tan_coonhound,0.8548610000000001
151,2017-04-17 16:34:26+00:00,iphone,2962,15502,11,NaN,floofer,English_springer,0.354733
152,2017-04-17 00:03:50+00:00,iphone,5425,27295,12,NaN,None,miniature_pinscher,0.29251900000000003
153,2017-04-16 16:00:07+00:00,iphone,9406,33084,13,NaN,None,German_shepherd,0.509879
154,2017-04-15 17:32:18+00:00,iphone,3350,14820,13,Rumpole,None,grille,0.65228
155,2017-04-14 15:51:39+00:00,iphone,1702,8619,12,NaN,None,Great_Dane,0.7837649999999999
156,2017-04-13 23:59:28+00:00,iphone,2043,14286,12,Aspen,None,golden_retriever,0.7112350000000001
157,2017-04-13 16:05:56+00:00,iphone,3277,15584,13,Jarod,None,bloodhound,0.186498
158,2017-04-13 00:03:59+00:00,iphone,9399,31749,13,Wiggles,None,barbell,0.971581
159,2017-04-12 18:25:07+00:00,web,6491,19169,14,NaN,None,prison,0.352793
160,2017-04-12 16:00:27+00:00,iphone,1503,11008,12,Sailor,None,barrow,0.42315
161,2017-04-11 00:24:08+00:00,iphone,3288,15639,11,NaN,None,Cardigan,0.394507
162,2017-04-10 16:00:07+00:00,iphone,6705,23299,14,Iggy,None,web_site,0.919649
163,2017-04-10 00:06:42+00:00,iphone,5461,19900,13,NaN,None,car_mirror,0.971512
164,2017-04-08 16:54:09+00:00,iphone,8607,29563,11,Kyle,None,pug,0.996952
165,2017-04-07 16:10:12+00:00,iphone,2470,12623,13,Leo,None,Yorkshire_terrier,0.249012
166,2017-04-07 00:38:06+00:00,iphone,3601,15722,11,Riley,None,tennis_ball,0.7147979999999999
167,2017-04-06 16:18:05+00:00,iphone,4630,19652,12,NaN,pupper,Shetland_sheepdog,0.759907
168,2017-04-06 00:13:11+00:00,iphone,7206,29259,12,NaN,None,Chihuahua,0.292092
169,2017-04-05 00:04:08+00:00,iphone,2995,15307,12,Noosh,None,schipperke,0.907559
170,2017-04-04 19:03:06+00:00,iphone,1798,11012,11,NaN,None,patio,0.521788
171,2017-04-04 00:12:06+00:00,iphone,8050,40816,13,Kevin,None,fountain,0.997509
172,2017-04-03 00:16:10+00:00,iphone,4125,24317,12,NaN,None,flat-coated_retriever,0.8236479999999999
173,2017-04-02 00:03:26+00:00,iphone,4412,23863,12,NaN,None,malamute,0.5445760000000001
174,2017-04-01 16:35:01+00:00,iphone,2880,15757,6,Jerry,None,Bedlington_terrier,0.333486
175,2017-04-01 00:04:17+00:00,iphone,4842,22738,10,Georgie,None,sea_lion,0.882654
176,2017-03-31 16:07:33+00:00,iphone,1260,5235,12,Rontu,None,Bernese_mountain_dog,0.951337
177,2017-03-31 00:27:14+00:00,iphone,3274,18159,12,Cannon,None,Cardigan,0.413688
178,2017-03-30 00:56:03+00:00,iphone,4127,19835,12,Furzey,None,Airedale,0.49538
179,2017-03-29 18:43:12+00:00,iphone,5592,19214,11,NaN,None,Staffordshire_bullterrier,0.21960900000000005
180,2017-03-29 16:00:12+00:00,iphone,3045,20778,11,NaN,None,white_wolf,0.128935
181,2017-03-29 00:01:05+00:00,iphone,3750,19423,13,Tuck,None,Shetland_sheepdog,0.450539
182,2017-03-28 00:07:32+00:00,iphone,11033,43137,13,Barney,doggo,golden_retriever,0.650003
183,2017-03-27 00:15:53+00:00,iphone,8648,30553,13,Vixen,None,giant_schnauzer,0.346468
184,2017-03-26 16:55:29+00:00,iphone,2739,15490,12,NaN,None,golden_retriever,0.96111
185,2017-03-26 01:38:00+00:00,iphone,8317,28301,13,NaN,None,Samoyed,0.979803
186,2017-03-25 16:45:08+00:00,iphone,4617,24439,12,NaN,None,chow,0.8086810000000001
187,2017-03-24 22:08:59+00:00,iphone,1711,7383,13,NaN,doggo,Dandie_Dinmont,0.394404
188,2017-03-24 16:10:40+00:00,iphone,5153,22623,12,Pickles,pupper,Irish_water_spaniel,0.567475
189,2017-03-23 18:29:57+00:00,iphone,2442,13241,13,NaN,None,tennis_ball,0.999281
190,2017-03-23 18:07:10+00:00,iphone,3042,14598,12,Brady,None,Labrador_retriever,0.742421
191,2017-03-22 16:04:20+00:00,iphone,2982,15980,11,Charlie,None,washer,0.903064
192,2017-03-21 16:26:50+00:00,iphone,2095,13280,12,Margo,None,Labrador_retriever,0.71951
193,2017-03-20 16:08:44+00:00,iphone,4425,20845,12,NaN,None,Labrador_retriever,0.92254
194,2017-03-19 23:25:35+00:00,iphone,2626,16426,11,Hank,None,Labrador_retriever,0.430583
195,2017-03-18 22:59:54+00:00,iphone,5768,20911,13,Tycho,None,Pembroke,0.958452
196,2017-03-17 21:13:10+00:00,iphone,3494,14881,13,Charlie,None,Labrador_retriever,0.461076
197,2017-03-17 15:51:22+00:00,iphone,1214,6545,12,NaN,None,tub,0.665238
198,2017-03-17 00:38:32+00:00,iphone,3378,17646,13,Winnie,None,Pembroke,0.685084
199,2017-03-16 00:00:07+00:00,iphone,5560,23779,12,NaN,None,French_bulldog,0.891227
200,2017-03-15 20:48:07+00:00,iphone,2905,13600,12,Bentley,None,chow,0.293493
201,2017-03-14 16:01:03+00:00,iphone,7550,25104,12,Penny,None,Chihuahua,0.547401
202,2017-03-14 00:04:30+00:00,iphone,3537,12302,14,NaN,None,military_uniform,0.853684
203,2017-03-13 15:47:01+00:00,web,4474,15439,13,Max,None,Afghan_hound,0.903712
204,2017-03-13 00:02:39+00:00,iphone,5115,22275,12,Dawn,None,Brittany_spaniel,0.962985
205,2017-03-11 22:51:24+00:00,iphone,936,11976,10,NaN,None,web_site,0.8417680000000001
206,2017-03-11 18:35:42+00:00,iphone,1697,8764,12,NaN,None,golden_retriever,0.711148
207,2017-03-11 01:15:58+00:00,iphone,4393,16035,13,NaN,None,teapot,0.981819
208,2017-03-10 18:27:58+00:00,iphone,5536,18782,12,Monty,None,Chesapeake_Bay_retriever,0.8639870000000001
209,2017-03-10 00:04:21+00:00,iphone,2199,13119,13,NaN,None,Staffordshire_bullterrier,0.604938
210,2017-03-08 18:52:12+00:00,iphone,7493,26787,12,NaN,None,swing,0.393527
211,2017-03-07 22:22:32+00:00,iphone,6299,26461,13,Odie,None,Leonberg,0.927021
212,2017-03-07 01:17:48+00:00,iphone,1971,10873,13,Arlo,None,Border_terrier,0.664538
213,2017-03-06 01:26:54+00:00,iphone,1286,10723,13,Walter,None,kelpie,0.216562
214,2017-03-05 19:48:43+00:00,iphone,4598,21959,13,Stanley,None,Great_Pyrenees,0.997692
215,2017-03-04 17:49:08+00:00,iphone,3015,17233,13,Daisy,None,chow,0.800975
216,2017-03-04 00:21:08+00:00,iphone,7606,33295,12,NaN,pupper,golden_retriever,0.887625
217,2017-03-03 01:58:22+00:00,iphone,428,3773,13,Waffles,None,birdhouse,0.541196
218,2017-03-03 01:14:41+00:00,iphone,2191,12515,12,Vincent,None,Norwegian_elkhound,0.976255
219,2017-03-02 01:20:01+00:00,iphone,2293,15703,13,Clark,pupper,Siberian_husky,0.767696
220,2017-03-01 17:22:13+00:00,iphone,2235,12487,12,Mookie,None,shopping_cart,0.572422
221,2017-03-01 01:42:39+00:00,iphone,4509,18948,12,Meera,doggo,mortarboard,0.936882
222,2017-02-28 20:41:37+00:00,iphone,2162,12378,11,NaN,None,leopard,0.7974100000000001
223,2017-02-28 01:00:19+00:00,iphone,2901,14477,12,Ava,pupper,wooden_spoon,0.08248860000000001
224,2017-02-27 17:01:56+00:00,iphone,4186,20900,13,Lucy,None,borzoi,0.564688
225,2017-02-26 23:52:43+00:00,iphone,4140,18695,13,NaN,None,Samoyed,0.963558
226,2017-02-25 19:37:50+00:00,iphone,3510,17444,11,Eli,None,Staffordshire_bullterrier,0.6106550000000001
227,2017-02-25 01:18:40+00:00,iphone,2910,16155,12,NaN,None,Rottweiler,0.341276
228,2017-02-24 23:04:14+00:00,iphone,1638,7579,12,NaN,None,hyena,0.736871
229,2017-02-24 17:01:22+00:00,iphone,5596,25664,12,NaN,None,Border_collie,0.663138
230,2017-02-24 15:40:31+00:00,iphone,2914,21920,0,NaN,None,swing,0.967066
231,2017-02-24 01:03:08+00:00,iphone,1582,10588,12,Tucker,None,ice_bear,0.330573
232,2017-02-23 15:25:23+00:00,iphone,5366,21012,13,Tobi,None,Border_terrier,0.156276
233,2017-02-23 01:22:14+00:00,iphone,2448,13385,13,NaN,doggo,toilet_tissue,0.262936
234,2017-02-22 17:41:18+00:00,iphone,1630,9451,12,NaN,None,Rhodesian_ridgeback,0.468619
235,2017-02-22 01:14:30+00:00,iphone,4617,20152,12,Wilson,None,golden_retriever,0.754799
236,2017-02-21 22:26:07+00:00,iphone,3561,15533,11,Sunshine,None,ox,0.991682
237,2017-02-21 17:04:24+00:00,iphone,2148,12821,12,Lipton,None,bath_towel,0.736759
238,2017-02-21 02:17:06+00:00,iphone,2342,13202,12,Bentley,None,kuvasz,0.494969
239,2017-02-20 23:50:09+00:00,iphone,3677,17766,13,NaN,None,Chihuahua,0.438054
240,2017-02-20 17:00:04+00:00,iphone,3150,20469,13,Bronte,None,West_Highland_white_terrier,0.918144
241,2017-02-20 00:53:27+00:00,iphone,1984,14603,13,Poppy,None,golden_retriever,0.727039
242,2017-02-19 01:23:00+00:00,iphone,4722,19848,12,Gidget,pupper,Cardigan,0.7105229999999999
243,2017-02-18 17:00:10+00:00,iphone,2131,13017,13,Rhino,doggo,boxer,0.539036
244,2017-02-18 01:03:09+00:00,iphone,3520,16576,13,Willow,None,Cardigan,0.160888
245,2017-02-17 17:01:29+00:00,iphone,2711,15600,12,Orion,None,Eskimo_dog,0.5250319999999999
246,2017-02-17 01:13:34+00:00,iphone,2155,11777,12,Eevee,None,Pekinese,0.988916
247,2017-02-16 23:23:38+00:00,iphone,3116,16872,11,Charlie,None,kelpie,0.50469
248,2017-02-16 17:00:25+00:00,iphone,2272,11146,14,NaN,doggo,Pembroke,0.134081
249,2017-02-16 01:04:13+00:00,iphone,4547,17554,12,Miguel,doggo,whippet,0.601712
250,2017-02-15 18:54:34+00:00,iphone,5983,23557,12,Emanuel,doggo,Pomeranian,0.153862
251,2017-02-15 17:02:36+00:00,iphone,6335,27102,14,NaN,None,bloodhound,0.777562
252,2017-02-15 01:04:21+00:00,iphone,1770,10259,13,Daisy,None,Pembroke,0.6248020000000001
253,2017-02-14 23:43:18+00:00,iphone,1868,6998,13,NaN,None,Eskimo_dog,0.530416
254,2017-02-14 17:17:22+00:00,iphone,2264,8821,13,Dutch,None,Chihuahua,0.257415
255,2017-02-14 02:02:51+00:00,iphone,1516,9130,12,Pete,doggo,Old_English_sheepdog,0.999715
256,2017-02-14 01:35:49+00:00,web,1094,6429,13,NaN,pupper,briard,0.982755
257,2017-02-14 01:09:44+00:00,iphone,2405,11580,12,Scooter and his son Montoya,None,Doberman,0.369389
258,2017-02-13 22:03:49+00:00,iphone,1990,11708,12,Tucker,None,cocker_spaniel,0.26332300000000003
259,2017-02-13 01:46:03+00:00,iphone,1458,7856,12,NaN,None,kuvasz,0.451516
260,2017-02-12 01:04:29+00:00,iphone,16337,65657,13,Lilly,None,Labrador_retriever,0.908703
261,2017-02-10 16:53:37+00:00,iphone,2861,9629,13,NaN,None,toy_poodle,0.442713
262,2017-02-10 01:15:49+00:00,iphone,1888,12056,12,Mia,None,Border_terrier,0.394486
263,2017-02-09 01:27:41+00:00,iphone,10352,31214,12,Leo,None,French_bulldog,0.950851
264,2017-02-08 22:00:52+00:00,iphone,1961,10300,11,NaN,doggo,Labrador_retriever,0.315163
265,2017-02-08 01:35:19+00:00,iphone,7160,23991,12,Malcolm,None,golden_retriever,0.57314
266,2017-02-07 17:00:28+00:00,iphone,15953,52425,13,Dexter,None,boxer,0.312221
267,2017-02-07 01:00:22+00:00,iphone,5718,25191,13,Alfie,None,seat_belt,0.765979
268,2017-02-06 20:55:28+00:00,iphone,10925,35940,10,Fiona,None,hippopotamus,0.942911
269,2017-02-06 17:02:17+00:00,iphone,1298,9364,14,NaN,None,golden_retriever,0.649209
270,2017-02-06 01:07:28+00:00,iphone,1137,6254,12,Mutt Ryan,None,teddy,0.908457
271,2017-02-06 01:03:14+00:00,iphone,1254,7574,12,Bear,None,Weimaraner,0.13303299999999998
272,2017-02-05 23:15:47+00:00,iphone,2172,12410,14,NaN,doggo,Bedlington_terrier,0.392535
273,2017-02-05 22:55:23+00:00,iphone,1044,7272,13,Beebop,None,American_Staffordshire_terrier,0.5230859999999999
274,2017-02-05 22:40:03+00:00,iphone,2864,12396,12,Alexander Hamilpup,None,malamute,0.663047
275,2017-02-05 01:04:17+00:00,iphone,2806,11570,13,Sailer,None,patio,0.272972
